Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EmployeeValueScore,ReplacementDifficulty,FinancialLoss
23,2,1320,1,8,1,3,4,1,93,2,1,2,3,2,3989,20586,1,1,11,3,1,0,5,2,3,5,4,1,2,88.989,60,523934
54,2,1217,1,2,4,5,1,0,60,3,3,5,3,1,13549,24001,9,0,12,3,1,1,16,5,1,4,3,0,3,115.549,128,481294
25,2,867,2,19,2,2,3,1,36,2,1,8,2,1,2413,18798,1,1,18,3,3,3,1,2,3,1,0,0,0,75.413,28,114478
28,2,1158,1,9,3,3,4,1,94,3,1,6,4,1,2070,2613,1,0,23,4,4,1,5,3,2,5,2,0,4,107.07,60,512420
56,2,1400,1,7,3,1,4,1,49,1,3,4,4,2,7260,21698,4,0,11,3,1,0,37,3,2,6,4,0,2,115.26,201,643560
44,2,1097,1,10,4,1,3,1,96,3,1,6,3,2,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2,90.936,68,617616
45,1,1199,1,7,4,1,1,1,77,4,2,4,3,1,6434,5118,4,0,17,3,4,1,9,1,3,3,2,0,2,95.434,82,338604
38,0,152,2,10,3,5,3,0,85,3,2,7,4,2,5666,19899,1,1,13,3,2,0,6,1,3,5,3,1,3,100.666,83,533996
48,2,1108,1,15,4,4,3,0,65,3,1,6,1,1,2367,16530,8,0,12,3,4,1,10,3,2,8,2,7,6,96.367,90,814202
33,2,1216,2,8,4,2,3,1,39,3,2,7,3,0,7104,20431,0,0,12,3,4,0,6,3,3,5,0,1,2,102.104,83,542624
40,1,580,2,5,4,1,4,1,48,2,3,7,1,1,10475,23772,5,1,21,4,3,1,20,2,3,18,13,1,12,174.475,210,1862850
38,2,1180,1,29,1,3,2,1,70,3,2,0,1,1,6673,11354,7,1,19,3,2,0,17,2,3,1,0,0,0,89.673,96,140038
41,2,930,2,3,3,1,3,1,57,2,2,7,2,0,8938,12227,2,0,11,3,3,1,14,5,3,5,4,0,4,103.938,107,553628
39,2,170,1,3,2,3,3,1,76,2,2,2,3,0,3069,10302,0,0,15,3,4,1,11,3,3,10,8,0,7,113.069,123,1018414
41,0,256,2,10,2,3,3,1,40,1,2,7,2,2,6151,22074,1,0,13,3,1,0,19,4,3,19,2,11,9,143.151,192,1936906
33,0,722,2,17,3,1,4,1,38,3,4,3,3,2,17444,20489,1,0,11,3,4,0,10,2,3,10,8,6,0,147.444,160,1104664
24,1,1287,1,7,3,1,1,0,55,3,1,2,3,1,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2,90.886,68,617316
38,2,168,1,1,3,1,3,0,81,3,3,4,3,2,7861,15397,4,1,14,3,4,0,10,4,4,1,0,0,0,100.861,95,147166
36,2,1278,0,8,3,1,1,1,77,2,1,1,1,1,2342,8635,0,0,21,4,3,0,6,3,3,5,4,0,3,107.342,63,514052
29,1,1413,2,1,1,3,2,0,42,3,3,7,4,1,7918,6599,1,0,14,3,4,1,11,5,3,11,10,4,1,130.918,148,1147508
33,2,461,1,13,1,1,2,0,53,3,1,6,4,2,3452,17241,3,0,18,3,1,0,5,4,3,3,2,0,2,82.452,50,320712
29,2,986,1,3,4,3,2,1,93,2,3,5,3,1,11935,21526,1,0,18,3,3,0,10,2,3,10,2,0,7,131.935,140,1071610
37,2,807,0,6,4,0,3,1,63,3,1,1,1,0,2073,23648,4,1,22,4,4,0,7,3,3,3,2,0,2,101.073,56,312438
38,2,343,1,15,2,1,3,1,92,2,3,5,4,0,11510,15682,0,1,14,3,2,1,12,3,3,11,10,2,9,134.51,151,1169060
45,0,1238,1,1,1,1,3,1,74,2,3,0,3,1,10748,3395,3,0,23,4,4,1,25,3,2,23,15,14,4,189.748,250,2364488
24,0,1092,1,9,3,1,3,1,60,2,1,2,2,0,2694,26551,1,0,11,3,3,3,1,4,3,1,0,0,0,75.694,28,116164
36,2,938,1,2,4,3,3,1,79,3,1,2,3,2,2519,12287,4,0,21,4,3,0,16,6,3,11,8,3,9,125.519,123,1115114
24,0,673,1,11,2,4,1,0,96,4,2,4,3,0,4011,8232,0,0,18,3,4,1,5,5,2,4,2,1,3,96.011,75,424066
35,2,607,1,9,3,1,4,0,66,2,3,4,3,1,10685,23457,1,1,20,4,2,1,17,2,3,17,14,5,15,171.685,196,1764110
52,1,890,1,25,4,3,3,0,81,2,4,4,4,1,13826,19028,3,0,22,4,3,0,31,3,3,9,8,0,0,160.826,218,982956
54,2,376,1,19,4,3,4,0,95,3,2,4,1,0,5485,22670,9,1,11,3,2,2,9,4,3,5,3,1,4,100.485,92,532910
45,2,1339,1,7,3,1,2,1,59,3,3,6,1,0,9724,18787,2,0,17,3,3,1,25,2,3,1,0,0,0,102.724,140,158344
39,2,1387,1,10,5,3,2,1,76,3,2,4,1,1,5377,3835,2,0,13,3,4,3,10,3,3,7,7,7,7,106.377,105,732262
45,2,561,2,2,3,4,4,1,61,3,2,7,2,1,4805,16177,0,0,19,3,2,1,9,3,4,8,7,3,7,108.805,107,828830
35,1,130,1,25,4,1,4,0,96,3,1,6,2,0,2022,16612,1,1,19,3,1,1,10,3,2,10,2,7,8,102.022,100,1012132
39,2,117,1,10,1,3,3,1,99,3,4,3,1,1,17068,5355,1,1,14,3,4,0,21,3,3,21,9,11,10,180.068,248,2202408
34,2,254,1,1,2,1,2,1,83,2,1,6,4,1,3622,22794,1,1,13,3,4,1,6,3,3,6,5,1,3,91.622,68,621732
45,0,1052,2,6,3,3,4,0,57,2,3,7,4,2,8865,16840,6,0,12,3,4,0,23,2,3,19,7,12,8,155.865,224,1953190
25,2,309,0,2,3,0,3,0,82,3,1,1,2,1,2187,19655,4,0,14,3,3,0,6,3,3,2,0,1,2,78.187,48,213122
37,0,728,1,1,4,3,1,0,80,3,3,5,4,0,13603,11677,2,1,18,3,1,2,15,2,3,5,2,0,2,118.603,130,581618
22,2,1294,1,8,1,3,3,0,79,3,1,2,1,1,2398,15999,1,1,17,3,3,0,1,6,3,1,0,0,0,75.398,28,114388
45,2,1015,1,5,5,3,3,0,50,1,2,2,1,2,5769,23447,1,1,14,3,1,0,10,3,3,10,7,1,4,115.769,120,1034614
42,1,288,1,2,3,1,4,1,40,3,3,0,4,1,10124,18611,2,1,14,3,3,1,24,3,1,20,8,13,9,160.124,232,2060744
34,2,629,1,27,2,3,4,0,95,3,1,6,2,2,2311,5711,2,0,15,3,4,0,9,3,3,3,2,1,2,81.311,62,313866
34,2,167,1,8,5,1,2,0,32,3,2,4,1,0,5121,4187,3,0,14,3,3,1,7,3,3,0,0,0,0,85.121,61,30726
49,2,809,1,1,3,1,3,1,36,3,4,3,3,2,15379,22384,4,0,14,3,1,0,23,2,3,8,7,0,0,139.379,189,892274
36,2,1223,1,8,3,5,3,0,59,3,3,0,3,0,10096,8202,1,0,13,3,2,3,17,2,3,17,14,12,8,151.096,196,1760576
29,2,665,1,15,3,1,3,1,60,3,1,6,4,2,2340,22673,1,0,19,3,1,0,6,1,3,6,5,1,5,90.34,68,614040
27,2,199,1,6,3,1,4,1,55,2,1,6,3,1,2539,7950,1,0,13,3,3,1,4,0,3,4,2,2,2,84.539,52,415234
36,1,1213,0,2,1,0,2,1,94,2,2,1,4,2,3886,4223,1,0,21,4,4,0,10,2,2,10,1,0,8,133.886,120,1023316
35,2,660,2,7,1,1,4,1,76,3,1,8,3,1,2404,16192,1,0,13,3,1,1,1,3,3,1,0,0,0,75.404,28,114424
43,1,313,1,21,3,3,4,1,61,3,1,2,4,1,2258,15238,7,0,20,4,1,1,8,1,3,3,2,1,2,101.258,59,313548
35,2,992,1,1,3,3,4,1,68,2,1,2,1,2,2450,21731,1,0,19,3,2,0,3,3,3,3,0,1,2,81.45,44,314700
53,1,124,2,2,3,2,3,0,38,2,3,7,2,1,7525,23537,2,0,12,3,1,1,30,2,3,15,7,6,12,142.525,225,1545150
31,2,525,2,6,4,3,1,1,66,4,2,7,4,0,5460,6219,4,0,22,4,4,2,13,4,4,7,7,5,7,126.46,114,732760
50,1,333,1,22,5,3,3,1,88,1,4,5,4,2,14411,24450,1,1,13,3,4,0,32,2,3,32,6,13,9,210.411,336,3286466
25,2,949,1,1,3,5,1,1,81,3,1,2,4,1,3229,4910,4,0,11,3,2,1,7,2,2,3,2,0,2,82.229,56,319374
39,2,613,1,6,1,3,4,1,42,2,3,0,1,1,9991,21457,4,0,15,3,1,1,9,5,3,7,7,1,7,120.991,122,759946
34,2,419,1,7,4,1,1,0,53,3,3,5,2,2,11994,21293,0,0,11,3,3,0,13,4,3,12,6,2,11,137.994,159,1271964
35,2,950,1,7,3,4,3,1,59,3,3,4,3,2,10221,18869,3,0,21,4,2,0,17,3,4,8,5,1,6,144.221,151,861326
20,2,805,1,3,3,1,1,1,87,2,1,2,3,2,3033,12828,1,0,12,3,1,0,2,2,2,2,2,1,2,79.033,36,218198
27,2,591,1,2,1,3,1,1,40,3,1,2,2,1,3468,16632,9,0,12,3,4,1,6,3,3,2,2,2,2,79.468,48,220808
27,2,1377,2,2,3,1,4,1,74,3,2,7,3,2,4478,5242,1,1,11,3,1,0,5,3,3,5,4,0,4,99.478,80,526868
52,2,1053,1,1,2,1,4,1,70,3,4,3,4,1,17099,13829,2,0,15,3,2,1,26,2,2,9,8,7,8,144.099,203,1002594
32,1,116,1,13,3,4,3,0,77,2,1,2,2,1,2743,7331,1,0,20,4,3,1,2,2,3,2,2,2,2,98.743,36,216458
50,2,1099,1,29,4,1,2,1,88,2,4,3,3,1,17046,9314,0,0,15,3,2,1,28,2,3,27,10,15,7,198.046,299,2802276
49,1,636,1,10,4,1,3,0,35,3,5,5,1,2,18665,25594,9,1,11,3,4,0,22,4,3,3,2,1,2,137.665,181,411990
32,2,374,1,25,4,1,1,1,87,3,1,2,4,2,2795,18016,1,1,24,4,3,0,1,2,1,1,0,0,1,95.795,28,116770
34,1,135,1,19,3,3,3,0,46,3,2,2,2,0,4444,22534,4,0,13,3,3,2,15,2,4,11,8,5,10,117.444,140,1126664
36,2,922,1,3,2,1,1,0,39,3,1,2,4,0,2835,2561,5,0,22,4,1,1,7,2,3,1,0,0,0,95.835,46,117010
52,2,994,1,7,4,1,2,1,87,3,3,0,2,2,10445,15322,7,0,19,3,4,0,18,4,3,8,6,4,0,124.445,154,862670
30,2,1427,1,2,1,3,2,1,35,2,1,2,4,2,2720,11162,0,0,13,3,4,0,6,3,3,5,3,1,2,87.72,63,516320
58,0,350,2,2,3,3,2,1,52,3,4,3,2,0,16291,22577,4,0,22,4,4,1,37,0,2,16,9,14,14,184.291,271,1697746
42,1,570,1,8,3,1,2,1,66,3,5,3,4,0,18430,16225,1,0,13,3,2,1,24,4,2,24,7,14,9,200.43,292,2510580
49,2,1313,2,11,4,2,4,0,80,3,2,7,4,2,4507,8191,3,0,12,3,3,0,8,1,4,5,1,0,4,99.507,89,527042
43,2,415,2,25,3,3,3,1,79,2,3,7,4,0,10798,5268,5,0,13,3,3,1,18,5,3,1,0,0,0,103.798,119,164788
40,2,896,1,2,3,3,3,1,68,3,1,6,3,0,2345,8045,2,0,14,3,3,1,8,3,4,3,1,1,2,81.345,59,314070
55,2,452,1,1,3,3,4,1,81,3,5,3,1,2,19045,18938,0,1,14,3,3,0,37,2,3,36,10,4,13,237.045,391,3714270
32,1,1311,1,7,3,1,2,1,100,4,1,2,2,1,2794,26062,1,0,20,4,3,0,5,3,1,5,1,0,3,107.794,60,516764
55,0,444,1,2,1,3,3,1,40,2,4,3,1,2,16756,17323,7,0,15,3,2,0,31,3,4,9,7,6,2,143.756,218,1000536
31,2,192,1,2,4,1,3,1,32,3,1,6,4,0,2695,7747,0,1,18,3,2,1,3,2,1,2,2,2,2,78.695,39,216170
43,2,990,1,27,3,5,4,1,87,4,1,2,2,0,4876,5855,5,0,12,3,3,1,8,0,3,6,4,0,2,92.876,74,629256
34,2,404,1,2,4,5,3,0,98,3,2,0,4,2,6687,6163,1,0,11,3,4,0,14,2,4,14,11,4,11,128.687,152,1440122
40,2,804,1,2,1,3,4,0,86,2,1,6,4,2,2342,22929,0,1,20,4,4,0,5,2,2,4,2,2,3,104.342,55,414052
42,0,335,1,23,2,1,4,1,37,2,2,6,3,2,4332,14811,1,0,12,3,4,0,20,2,3,20,9,3,7,144.332,200,2025992
28,2,580,1,27,3,3,2,0,39,1,2,4,1,0,4877,20460,0,0,21,4,2,1,6,5,2,5,3,0,0,119.877,83,529262
40,1,720,1,16,4,3,1,1,51,2,2,2,3,2,5094,11983,6,0,14,3,4,0,10,6,3,1,0,0,0,88.094,75,130564
35,2,1343,1,27,1,3,3,0,53,2,1,6,1,2,2559,17852,1,0,11,3,4,0,6,3,2,6,5,1,1,90.559,68,615354
32,2,1089,1,7,2,1,4,1,79,3,2,2,3,1,4883,22845,1,0,18,3,1,1,10,3,3,10,4,1,1,114.883,120,1029298
34,2,1153,1,1,2,3,1,1,94,3,2,4,2,1,4325,17736,1,0,15,3,3,0,5,2,3,5,2,1,3,99.325,80,525950
35,2,104,1,2,3,1,1,0,69,3,1,2,1,0,2074,26619,1,1,12,3,4,1,1,2,3,1,0,0,0,75.074,28,112444
20,2,1141,2,2,3,3,3,0,31,3,1,8,3,2,2783,13251,1,0,19,3,1,0,2,3,3,2,2,2,2,78.783,36,216698
52,2,1490,1,4,2,1,4,0,30,3,4,3,4,1,16555,10310,2,0,13,3,4,0,31,2,1,5,2,1,4,131.555,198,599330
49,2,271,1,3,2,3,3,0,43,2,2,2,1,1,4789,23070,4,0,25,4,1,1,10,3,3,3,2,1,2,113.789,85,328734
44,0,981,1,5,3,1,3,1,90,2,1,2,3,2,3162,7973,3,0,14,3,4,0,7,5,3,5,2,0,3,88.162,66,518972
36,0,1229,2,8,4,5,1,1,84,3,2,7,4,0,5079,25952,4,0,13,3,4,2,12,3,3,7,7,0,7,106.079,111,730474
32,2,634,1,5,4,4,2,0,35,4,1,6,4,1,3312,18783,3,0,17,3,4,2,6,3,3,3,2,0,2,82.312,53,319872
22,2,581,1,1,2,1,4,1,63,3,1,6,3,2,3375,17624,0,0,12,3,4,0,4,2,4,3,2,1,2,82.375,47,320250
37,2,367,1,25,2,3,3,0,52,2,2,0,4,0,5731,17171,7,0,13,3,3,2,9,2,3,6,2,1,3,103.731,97,634386
30,0,1116,1,2,3,3,3,0,49,3,1,2,4,2,2564,7181,0,0,14,3,3,0,12,2,2,11,7,6,7,105.564,111,1115384
33,2,589,1,28,4,1,2,1,79,3,2,2,3,1,5207,22949,1,1,12,3,2,1,15,3,3,15,14,5,7,130.207,160,1531242
41,2,337,2,8,3,2,3,0,54,3,2,7,2,1,4393,26841,5,0,21,4,3,1,14,3,3,5,4,1,4,119.393,107,526358
41,2,582,1,28,4,1,1,0,60,2,4,4,2,1,13570,5640,0,0,23,4,3,1,21,3,3,20,7,0,10,193.57,243,2081420
29,1,490,1,10,3,1,4,0,61,3,1,6,2,0,3291,17940,0,0,14,3,4,2,8,2,2,7,5,1,1,94.291,79,719746
51,2,1178,2,14,2,1,3,0,87,3,2,7,4,1,4936,14862,4,0,11,3,3,1,18,2,2,7,7,0,7,105.936,129,729616
53,2,1168,2,24,4,1,1,1,66,3,3,7,1,2,10448,5843,6,1,13,3,2,0,15,2,2,2,2,2,2,106.448,115,262688
43,2,177,1,8,3,1,1,0,55,3,2,4,2,0,4765,23814,4,0,21,4,3,1,4,2,4,1,0,0,0,107.765,57,128590
29,1,746,2,24,3,5,3,1,45,4,1,8,1,2,1091,10642,1,0,17,3,4,0,1,3,3,1,0,0,0,74.091,28,106546
32,1,430,1,24,4,1,1,1,80,3,2,2,4,1,5309,21146,1,0,15,3,4,2,10,2,3,10,8,4,7,115.309,120,1031854
28,2,1434,1,5,4,5,3,1,50,3,1,2,3,2,3441,11179,1,1,13,3,3,0,2,3,2,2,2,2,2,79.441,36,220646
27,2,135,1,17,4,1,4,0,51,3,1,6,3,2,2394,25681,1,1,13,3,4,0,8,2,3,8,2,7,7,96.394,84,814364
35,1,944,2,1,3,2,3,0,92,3,3,7,3,2,8789,9096,1,0,14,3,1,0,10,3,4,10,7,0,8,128.789,140,1052734
42,2,932,1,1,2,1,4,0,43,2,2,4,4,1,6062,4051,9,1,13,3,4,1,8,4,3,4,3,0,2,98.062,84,436372
34,2,1354,1,5,3,3,3,0,45,2,3,3,1,2,11631,5615,2,0,12,3,4,0,14,6,3,11,10,5,8,134.631,157,1169786
25,2,141,2,3,1,4,3,1,98,3,2,7,1,1,4194,14363,1,1,18,3,4,0,5,3,3,5,3,0,3,99.194,80,525164
34,2,1346,1,19,2,3,2,1,93,3,1,2,4,0,2661,8758,0,0,11,3,3,1,3,2,3,2,2,1,2,78.661,39,215966
27,2,798,1,6,4,3,1,0,66,2,1,6,3,0,2187,5013,0,0,12,3,3,2,6,5,2,5,3,0,3,87.187,63,513122
34,1,234,1,9,4,1,4,1,93,3,2,2,1,1,5346,6208,4,0,17,3,3,1,11,3,2,7,1,0,7,106.346,108,732076
33,2,813,1,14,3,3,3,1,58,3,1,2,4,1,2436,22149,5,1,13,3,3,1,8,2,1,5,4,0,4,87.436,69,514616
27,2,1302,1,19,3,4,4,1,67,2,1,2,1,0,4066,16290,1,0,11,3,1,2,7,3,3,7,7,0,7,95.066,76,724396
35,2,982,1,1,4,3,4,1,58,2,1,2,3,1,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7,96.258,90,813548
35,2,662,2,1,5,2,3,1,94,3,3,7,2,1,7295,11439,1,0,13,3,1,2,10,3,3,10,8,0,6,127.295,140,1043770
23,2,977,1,10,3,5,4,1,45,4,1,6,3,1,2073,12826,2,0,16,3,4,1,4,2,3,2,2,2,2,78.073,42,212438
45,2,538,1,1,4,5,1,1,66,3,3,0,2,0,7441,20933,1,0,12,3,1,3,10,4,3,10,8,7,7,127.441,140,1044646
31,1,307,1,29,2,3,3,1,71,2,1,2,2,2,3479,11652,0,0,11,3,2,0,6,2,4,5,4,1,4,88.479,63,520874
47,0,1162,1,1,1,3,3,0,98,3,3,5,2,1,11957,17231,0,0,18,3,1,2,14,3,1,13,8,5,12,140.957,167,1371742
46,2,488,2,2,3,5,3,0,75,1,4,3,2,1,16872,14977,3,1,12,3,2,1,28,2,2,7,7,7,7,137.872,199,801232
42,2,916,1,17,2,1,4,0,82,4,2,6,1,2,6545,23016,3,1,13,3,3,0,10,1,3,3,2,0,2,95.545,85,339270
35,1,662,2,18,4,2,4,0,67,3,2,7,3,1,4614,23288,0,1,18,3,3,1,5,0,2,4,2,3,2,96.614,75,427684
55,2,1311,1,2,3,1,3,0,97,3,4,3,4,2,16659,23258,2,1,13,3,3,0,30,2,3,5,4,1,2,131.659,195,599954
34,1,648,0,11,3,1,3,1,56,2,2,1,2,1,4490,21833,4,0,11,3,4,2,14,5,4,10,9,1,8,114.49,132,1026940
45,2,193,1,6,4,4,4,1,52,3,3,5,1,1,13245,15067,4,1,14,3,2,0,17,3,4,0,0,0,0,103.245,111,79470
32,0,1146,1,15,4,3,3,0,34,3,2,0,4,0,6667,16542,5,0,18,3,2,1,9,6,3,5,1,1,2,101.667,92,540002
51,2,770,0,5,3,1,3,1,84,3,4,3,2,0,14026,17588,1,1,11,3,2,1,33,2,3,33,9,0,10,213.026,344,3384156
30,0,1400,1,3,3,1,3,1,53,3,1,2,4,1,2097,16734,4,0,15,3,3,1,9,3,1,5,3,1,4,87.097,72,512582
37,0,1252,2,19,2,3,1,1,32,3,3,7,2,2,7642,4814,1,1,13,3,4,0,10,2,3,10,0,0,9,127.642,140,1045852
34,1,1003,1,2,2,1,4,1,95,3,2,4,3,2,4033,15834,2,0,11,3,4,0,5,3,2,3,2,0,2,93.033,70,324198
54,2,157,1,10,3,3,3,0,77,3,2,4,1,2,4440,25198,6,1,19,3,4,0,9,3,3,5,2,1,4,99.44,92,526640
49,1,1475,1,28,2,1,1,1,97,2,2,2,1,2,4284,22710,3,0,20,4,1,0,20,2,3,4,3,1,3,116.284,120,425704
28,1,773,1,6,3,1,3,1,39,2,1,6,3,0,2703,22088,1,1,14,3,4,1,3,2,3,3,1,0,2,81.703,44,316218
38,2,437,2,16,3,1,2,0,90,3,2,7,2,2,4198,16379,2,0,12,3,2,0,8,5,4,3,2,1,2,93.198,79,325188
26,2,1357,1,25,3,1,1,1,48,1,1,2,3,2,2293,10558,1,0,12,3,3,0,1,2,2,1,0,0,1,75.293,28,113758
26,0,786,1,7,3,3,4,1,76,3,1,2,4,2,2570,11925,1,0,20,4,3,0,7,5,3,7,7,5,7,113.57,76,715420
31,1,561,1,3,3,1,4,0,33,3,1,6,3,2,4084,4156,1,0,12,3,1,0,7,2,1,7,2,7,7,95.084,76,724504
32,2,495,1,10,3,3,3,1,64,3,3,3,4,2,11244,21072,2,0,25,4,2,0,10,5,4,5,2,0,0,136.244,115,567464
40,2,759,2,2,2,2,4,0,46,3,2,7,2,0,5715,22553,7,0,12,3,3,2,8,5,3,5,4,1,3,100.715,89,534290
58,2,848,1,23,4,1,1,1,88,3,1,6,3,0,2372,26076,1,0,12,3,4,2,2,3,3,2,2,2,2,78.372,36,214232
42,2,810,1,23,5,1,1,0,44,3,4,5,4,2,15992,15901,2,0,14,3,2,0,16,2,3,1,0,0,0,118.992,133,195952
34,2,1107,0,9,4,5,1,0,52,3,1,1,3,1,2742,3072,1,0,15,3,4,0,2,0,3,2,2,2,2,78.742,36,216452
40,2,630,2,4,4,2,3,1,67,2,3,7,4,1,10855,8552,7,0,11,3,1,1,15,2,2,12,11,2,11,136.855,165,1265130
34,2,511,2,3,2,1,4,0,32,1,2,7,4,2,6029,25353,5,0,12,3,1,0,6,3,3,2,2,2,2,92.029,68,236174
28,0,280,0,1,2,1,3,1,43,3,1,1,4,0,2706,10494,1,0,15,3,2,1,3,2,3,3,2,2,2,81.706,44,316236
40,1,530,1,1,4,1,3,1,78,2,4,0,2,1,13503,14115,1,0,22,4,4,1,22,3,2,22,3,11,11,199.503,256,2281018
32,2,588,2,8,2,5,3,0,65,2,2,7,2,1,5228,24624,1,1,11,3,4,0,13,2,3,13,12,11,9,124.228,144,1331368
48,2,1236,1,1,4,1,4,0,40,2,4,3,1,1,15402,17997,7,0,11,3,1,1,21,3,1,3,2,0,2,124.402,158,392412
36,1,607,2,7,3,2,1,0,83,4,2,7,1,1,4639,2261,2,0,16,3,4,1,17,2,2,15,7,6,13,129.639,166,1527834
42,0,926,1,21,2,3,3,0,36,3,2,4,3,0,5265,16439,2,0,16,3,2,1,11,5,3,5,3,0,2,100.265,98,531590
58,1,781,1,2,1,1,4,1,57,2,1,2,4,0,2380,13384,9,1,14,3,4,1,3,3,2,1,0,0,0,75.38,34,114280
34,0,1381,2,4,4,2,3,0,72,3,2,7,3,1,6538,12740,9,0,15,3,1,1,6,3,3,3,2,1,2,95.538,73,339228
34,2,1157,1,5,2,3,2,1,57,2,2,2,4,1,3986,11912,1,0,14,3,3,1,15,3,4,15,10,4,13,128.986,160,1523916
41,2,642,1,1,3,1,4,1,76,3,1,6,4,1,2782,21412,3,0,22,4,1,1,12,3,3,5,3,1,0,107.782,81,516692
35,2,735,1,6,1,1,3,1,66,3,1,6,3,1,3506,6020,0,1,14,3,4,0,4,3,3,3,2,2,2,82.506,47,321036
30,2,1275,1,28,2,3,4,0,64,3,2,6,4,1,5775,11934,1,0,13,3,4,2,11,2,3,10,8,1,9,115.775,123,1034650
26,2,652,1,7,3,4,3,1,100,4,1,2,1,2,3578,23577,0,0,12,3,4,0,8,2,3,7,7,0,7,94.578,79,721468
29,2,1107,1,28,4,1,3,0,93,3,1,6,4,0,2514,26968,4,0,22,4,1,1,11,1,3,7,5,1,7,113.514,88,715084
41,2,509,1,7,2,5,2,0,43,4,1,6,3,1,3376,18863,1,0,13,3,3,0,10,3,3,10,6,0,8,103.376,100,1020256
55,2,836,1,2,4,5,2,1,98,2,1,6,4,1,2662,7975,8,0,20,4,2,1,19,2,4,5,2,0,4,107.662,102,515972
54,2,821,1,5,2,3,1,1,86,3,5,5,1,1,19406,8509,4,0,11,3,3,1,24,4,2,4,2,1,2,141.406,192,516436
39,2,466,1,1,1,1,4,0,65,2,4,4,4,1,12742,7060,1,0,16,3,3,1,21,3,3,21,6,11,8,175.742,248,2176452
31,1,523,1,2,3,1,2,1,94,3,1,2,4,1,3722,21081,6,1,13,3,3,1,7,2,1,2,2,2,2,79.722,51,222332
44,2,921,1,2,3,1,3,0,96,4,3,0,4,1,7879,14810,1,1,19,3,2,1,9,2,3,8,7,6,7,121.879,127,847274
36,2,530,2,3,1,1,3,1,51,2,3,7,4,1,10325,5518,1,1,11,3,1,1,16,6,3,16,7,3,7,148.325,188,1661950
29,2,1401,1,6,1,3,2,0,54,3,1,2,4,1,3131,26342,1,0,13,3,1,1,10,5,3,10,8,0,8,103.131,100,1018786
41,2,802,2,9,1,1,3,1,96,3,3,7,3,0,8189,21196,3,1,13,3,3,1,12,2,3,9,7,0,7,125.189,141,949134
52,2,956,1,6,2,5,4,1,78,3,2,6,1,0,5577,22087,3,1,12,3,2,2,18,3,3,10,9,6,9,115.577,144,1033462
28,2,103,1,24,3,1,3,1,50,2,1,2,3,2,2028,12947,5,1,14,3,2,0,6,4,3,4,2,0,3,84.028,58,412168
40,2,676,1,9,4,1,4,1,86,3,1,2,1,2,2018,21831,3,0,14,3,2,0,15,3,1,5,4,1,0,87.018,90,512108
59,2,1435,2,25,3,1,1,0,99,3,3,7,1,2,7637,2354,7,0,11,3,4,0,28,3,2,21,16,7,9,160.637,249,2145822
45,2,192,1,10,2,1,1,1,69,3,1,6,4,1,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2,98.654,54,215924
53,2,1436,2,6,2,2,2,1,34,3,2,8,3,1,2306,16047,2,1,20,4,4,1,13,3,1,7,7,4,5,123.306,114,713836
46,2,377,2,9,3,2,1,1,52,3,3,7,4,0,10096,15986,4,0,11,3,1,1,28,1,4,7,7,4,3,121.096,179,760576
40,2,1171,1,10,4,1,4,0,46,4,1,2,3,1,2213,22495,3,1,13,3,3,1,10,3,3,7,7,1,7,93.213,85,713278
31,2,182,1,8,5,1,1,0,93,3,4,5,2,2,16422,8847,3,0,11,3,3,0,9,3,4,3,2,1,0,125.422,122,398532
42,1,555,2,26,3,2,3,0,77,3,4,7,2,1,13525,14864,5,0,14,3,4,1,23,2,4,20,4,4,8,173.525,249,2081150
60,2,696,2,7,4,2,2,1,52,4,2,7,4,0,5220,10893,0,1,18,3,2,1,12,3,3,11,7,1,9,118.22,131,1131320
40,2,1124,2,1,2,3,2,1,57,1,2,7,4,1,7457,13273,2,1,22,4,3,3,6,2,2,4,3,0,2,119.457,78,444742
19,2,1181,1,3,1,3,2,0,79,3,1,2,2,2,1483,16102,1,0,14,3,4,0,1,3,3,1,0,0,0,74.483,28,108898
26,2,1349,1,23,3,1,1,0,90,3,1,6,4,0,2886,3032,1,0,22,4,2,2,3,3,1,3,2,0,2,101.886,44,317316
45,0,805,1,4,2,1,3,1,57,3,2,2,2,1,4447,23163,1,0,12,3,2,0,9,5,2,9,7,0,8,111.447,112,926682
50,2,1207,1,28,1,3,4,1,74,4,1,2,3,1,3221,3297,1,1,11,3,3,3,20,3,3,20,8,3,8,133.221,180,2019326
29,1,115,2,13,3,5,1,0,51,3,2,7,2,2,5765,17485,5,0,11,3,1,0,7,4,1,5,3,0,0,100.765,86,534590
